,location,price-boroughwise,property_type,review_scores_rating,listing_id
24687,Lambeth,very_cheap,room,85.0,21673431.0
24689,Lambeth,very_cheap,room,83.0,21674080.0
24694,Lambeth,cheap,room,87.0,21675954.0
24724,Lambeth,average,small,94.0,21687177.0
24726,Lambeth,cheap,small,100.0,21687806.0
24760,Lambeth,cheap,room,92.0,21704201.0
24779,Lambeth,very_cheap,room,89.0,21712876.0
24789,Lambeth,average,small,86.0,21720804.0
24792,Lambeth,cheap,large,98.0,21721138.0
24796,Lambeth,expensive,large,93.0,21721541.0
24812,Lambeth,expensive,large,85.0,21726440.0
24817,Lambeth,expensive,room,97.0,21728270.0
24822,Lambeth,very_expensive,large,94.0,21732109.0
24830,Lambeth,very_cheap,room,98.0,21734286.0
24871,Lambeth,cheap,room,80.0,21758291.0
24884,Lambeth,very_expensive,large,99.0,21764073.0
24889,Lambeth,expensive,large,100.0,21767051.0
24896,Lambeth,very_cheap,room,99.0,21768442.0
24910,Lambeth,average,small,100.0,21776548.0
24912,Lambeth,cheap,room,99.0,21777203.0
24932,Lambeth,very_cheap,room,99.0,21780537.0
24933,Lambeth,very_expensive,large,98.0,21780642.0
24950,Lambeth,expensive,large,98.0,21792553.0
24953,Lambeth,very_cheap,room,100.0,21793883.0
24955,Lambeth,cheap,room,89.0,21794801.0
24967,Lambeth,average,room,99.0,21798425.0
24968,Lambeth,very_cheap,room,99.0,21798514.0
24970,Lambeth,cheap,room,100.0,21799366.0
24995,Lambeth,average,large,96.0,21813749.0
25005,Lambeth,cheap,small,79.0,21821117.0
25013,Lambeth,expensive,large,100.0,21822571.0
25022,Lambeth,very_expensive,large,100.0,21823215.0
25047,Lambeth,expensive,small,85.0,21834998.0
25061,Lambeth,very_expensive,large,95.0,21844161.0
25064,Lambeth,average,small,99.0,21845581.0
25075,Lambeth,very_cheap,room,100.0,21848534.0
25122,Lambeth,expensive,small,97.0,21873114.0
25154,Lambeth,expensive,large,95.0,21890576.0
25179,Lambeth,very_expensive,large,87.0,21901990.0
25190,Lambeth,very_expensive,large,83.0,21907175.0
25193,Lambeth,very_expensive,large,93.0,21908388.0
25210,Lambeth,very_cheap,room,96.0,21920227.0
25212,Lambeth,cheap,room,91.0,21920701.0
25224,Lambeth,expensive,room,100.0,21928792.0
25231,Lambeth,cheap,room,91.0,21932021.0
25244,Lambeth,average,small,94.0,21933909.0
25255,Lambeth,average,small,96.0,21940480.0
25256,Lambeth,average,room,100.0,21940542.0
25260,Lambeth,expensive,large,100.0,21941168.0
25264,Lambeth,average,small,88.0,21944156.0
25273,Lambeth,cheap,room,99.0,21946671.0
25287,Lambeth,very_cheap,room,80.0,21955225.0
25301,Lambeth,average,small,100.0,21962181.0
25312,Lambeth,very_expensive,large,83.0,21970592.0
25322,Lambeth,cheap,room,95.0,21973842.0
25327,Lambeth,expensive,small,90.0,21975545.0
25335,Lambeth,cheap,room,98.0,21979137.0
25338,Lambeth,expensive,large,98.0,21980231.0
25344,Lambeth,expensive,large,97.0,21988885.0
25375,Lambeth,cheap,room,93.0,22007576.0
25377,Lambeth,average,room,98.0,22007682.0
25434,Lambeth,very_cheap,room,95.0,22039856.0
25435,Lambeth,very_expensive,large,92.0,22040004.0
25443,Lambeth,expensive,large,96.0,22042931.0
25444,Lambeth,very_cheap,room,96.0,22043164.0
25452,Lambeth,average,room,98.0,22048746.0
25460,Lambeth,expensive,small,95.0,22055733.0
25475,Lambeth,very_expensive,large,97.0,22062994.0
25500,Lambeth,very_cheap,room,96.0,22078339.0
25524,Lambeth,very_cheap,room,80.0,22095932.0
25554,Lambeth,very_cheap,room,98.0,22117312.0
25567,Lambeth,expensive,large,93.0,22123610.0
25614,Lambeth,very_cheap,room,88.0,22158727.0
25622,Lambeth,very_expensive,large,94.0,22162193.0
25623,Lambeth,very_cheap,room,87.0,22163351.0
25641,Lambeth,cheap,room,91.0,22173841.0
25643,Lambeth,very_cheap,room,100.0,22175162.0
25693,Lambeth,very_expensive,large,80.0,22204238.0
25706,Lambeth,very_cheap,room,100.0,22215128.0
25735,Lambeth,expensive,small,85.0,22228718.0
25738,Lambeth,very_expensive,large,81.0,22235443.0
25745,Lambeth,cheap,room,94.0,22238833.0
25747,Lambeth,expensive,large,88.0,22239710.0
25764,Lambeth,cheap,small,100.0,22256194.0
25779,Lambeth,very_cheap,room,85.0,22259358.0
25787,Lambeth,very_cheap,room,92.0,22263753.0
25826,Lambeth,very_expensive,large,96.0,22286766.0
25853,Lambeth,very_cheap,room,96.0,22313587.0
25928,Lambeth,expensive,large,90.0,22366460.0
26006,Lambeth,expensive,room,99.0,22459924.0
26009,Lambeth,expensive,large,98.0,22462125.0
26038,Lambeth,average,room,98.0,22480412.0
26047,Lambeth,very_cheap,room,99.0,22483478.0
26095,Lambeth,average,room,98.0,22529242.0
26142,Lambeth,very_cheap,large,90.0,22559549.0
26167,Lambeth,very_expensive,large,73.0,22577926.0
26172,Lambeth,expensive,small,80.0,22580202.0
26180,Lambeth,very_cheap,room,95.0,22584269.0
26181,Lambeth,cheap,room,96.0,22585404.0
26183,Lambeth,average,room,97.0,22585547.0
26188,Lambeth,very_cheap,room,97.0,22589504.0
26189,Lambeth,very_expensive,large,99.0,22590475.0
26190,Lambeth,expensive,room,97.0,22590980.0
26192,Lambeth,average,small,91.0,22591290.0
26210,Lambeth,expensive,large,98.0,22605085.0
26213,Lambeth,very_cheap,room,96.0,22606791.0
26220,Lambeth,average,room,87.0,22610015.0
26221,Lambeth,expensive,large,90.0,22610761.0
26224,Lambeth,average,room,86.0,22611077.0
26225,Lambeth,average,room,84.0,22611227.0
26226,Lambeth,average,room,85.0,22611334.0
26239,Lambeth,average,large,93.0,22624465.0
26255,Lambeth,expensive,small,96.0,22632233.0
26280,Lambeth,very_expensive,room,99.0,22653411.0
26282,Lambeth,cheap,small,100.0,22660171.0
26288,Lambeth,expensive,large,100.0,22662382.0
26298,Lambeth,very_cheap,room,87.0,22667397.0
26335,Lambeth,very_expensive,large,93.0,22697725.0
26419,Lambeth,cheap,room,83.0,22750568.0
26428,Lambeth,very_expensive,large,100.0,22757244.0
26443,Lambeth,expensive,large,96.0,22760011.0
26458,Lambeth,cheap,small,93.0,22765025.0
26468,Lambeth,cheap,room,98.0,22782175.0
26496,Lambeth,very_expensive,small,99.0,22801461.0
26501,Lambeth,very_cheap,room,98.0,22804512.0
26520,Lambeth,average,small,96.0,22825181.0
26523,Lambeth,very_cheap,room,100.0,22827234.0
26528,Lambeth,very_cheap,room,87.0,22828531.0
26545,Lambeth,average,small,91.0,22842856.0
26574,Lambeth,very_expensive,large,96.0,22871281.0
26605,Lambeth,average,small,90.0,22878699.0
26615,Lambeth,very_cheap,room,100.0,22884071.0
26642,Lambeth,very_expensive,large,75.0,22907503.0
26648,Lambeth,very_cheap,room,75.0,22915959.0
26676,Lambeth,average,room,93.0,22937536.0
26686,Lambeth,very_cheap,room,91.0,22944292.0
26722,Lambeth,very_cheap,room,95.0,22970491.0
26740,Lambeth,cheap,small,100.0,22983722.0
26755,Lambeth,average,large,93.0,22998636.0
26762,Lambeth,average,small,100.0,23002811.0
26783,Lambeth,cheap,small,94.0,23017728.0
26786,Lambeth,very_cheap,room,98.0,23020406.0
26789,Lambeth,average,large,95.0,23020952.0
26797,Lambeth,expensive,large,94.0,23030167.0
26816,Lambeth,cheap,room,95.0,23042195.0
26853,Lambeth,average,small,90.0,23067650.0
26865,Lambeth,expensive,small,98.0,23074965.0
26869,Lambeth,expensive,small,100.0,23078003.0
26871,Lambeth,cheap,small,95.0,23081420.0
26874,Lambeth,very_expensive,large,94.0,23082882.0
26882,Lambeth,cheap,room,96.0,23087105.0
26892,Lambeth,cheap,small,90.0,23099389.0
26901,Lambeth,very_cheap,room,97.0,23105094.0
26902,Lambeth,very_cheap,room,97.0,23105222.0
26908,Lambeth,expensive,small,85.0,23108154.0
26912,Lambeth,very_expensive,large,96.0,23116538.0
26916,Lambeth,expensive,room,100.0,23118021.0
26918,Lambeth,expensive,large,94.0,23118403.0
26928,Lambeth,cheap,room,95.0,23122914.0
26935,Lambeth,very_cheap,room,97.0,23126003.0
26936,Lambeth,cheap,room,100.0,23127016.0
26957,Lambeth,average,large,96.0,23145628.0
26959,Lambeth,very_expensive,large,92.0,23146066.0
26992,Lambeth,very_cheap,room,100.0,23164809.0
27063,Lambeth,very_expensive,large,80.0,23227556.0
27068,Lambeth,cheap,room,100.0,23230804.0
27076,Lambeth,average,small,95.0,23234912.0
27084,Lambeth,cheap,room,100.0,23241517.0
27085,Lambeth,cheap,room,100.0,23242687.0
27093,Lambeth,very_expensive,large,90.0,23245368.0
27094,Lambeth,very_expensive,small,99.0,23245770.0
27095,Lambeth,very_cheap,room,87.0,23246804.0
27136,Lambeth,very_expensive,large,100.0,23280710.0
27160,Lambeth,very_expensive,large,85.0,23291632.0
27194,Lambeth,very_expensive,large,89.0,23316575.0
27210,Lambeth,very_cheap,room,96.0,23319114.0
27238,Lambeth,cheap,room,94.0,23335995.0
27275,Lambeth,expensive,room,90.0,23354481.0
27278,Lambeth,expensive,room,87.0,23355105.0
27282,Lambeth,expensive,small,100.0,23357124.0
27284,Lambeth,very_cheap,room,100.0,23357630.0
27292,Lambeth,very_expensive,large,81.0,23364348.0
27326,Lambeth,cheap,room,84.0,23386785.0
27341,Lambeth,very_cheap,small,97.0,23396876.0
27401,Lambeth,very_expensive,large,97.0,23434067.0
27415,Lambeth,very_expensive,large,94.0,23445584.0
27506,Lambeth,very_expensive,small,100.0,23514612.0
27536,Lambeth,very_cheap,room,82.0,23534377.0
27616,Lambeth,average,small,100.0,23591144.0
27624,Lambeth,very_expensive,large,99.0,23594159.0
27652,Lambeth,cheap,room,100.0,23611770.0
27654,Lambeth,expensive,small,94.0,23613734.0
27679,Lambeth,very_expensive,large,95.0,23629757.0
27687,Lambeth,average,room,99.0,23636081.0
27695,Lambeth,very_expensive,large,99.0,23638870.0
27704,Lambeth,expensive,large,99.0,23643828.0
27712,Lambeth,expensive,room,95.0,23647468.0
27722,Lambeth,very_expensive,large,95.0,23659790.0
27735,Lambeth,expensive,room,80.0,23668511.0
27743,Lambeth,very_cheap,room,99.0,23675028.0
27767,Lambeth,very_cheap,room,99.0,23690171.0
27769,Lambeth,very_expensive,large,95.0,23693261.0
27812,Lambeth,average,room,100.0,23720757.0
27843,Lambeth,very_cheap,room,99.0,23738574.0
27848,Lambeth,average,room,100.0,23740660.0
27852,Lambeth,very_expensive,large,95.0,23742368.0
27892,Lambeth,average,large,93.0,23765165.0
27902,Lambeth,very_expensive,large,92.0,23768822.0
27906,Lambeth,cheap,room,87.0,23775488.0
27943,Lambeth,very_expensive,large,91.0,23800284.0
27994,Lambeth,very_cheap,room,100.0,23821375.0
28014,Lambeth,average,room,97.0,23836681.0
28037,Lambeth,very_cheap,room,100.0,23851540.0
28039,Lambeth,average,large,95.0,23852243.0
28053,Lambeth,expensive,small,97.0,23862429.0
28064,Lambeth,very_cheap,room,93.0,23871194.0
28075,Lambeth,expensive,small,88.0,23875639.0
28101,Lambeth,average,room,89.0,23898935.0
28118,Lambeth,very_expensive,large,73.0,23913263.0
28133,Lambeth,very_expensive,small,92.0,23933850.0
28144,Lambeth,average,small,91.0,23939434.0
28176,Lambeth,very_expensive,small,89.0,23956659.0
28192,Lambeth,cheap,room,99.0,23969220.0
28201,Lambeth,very_expensive,large,100.0,23974046.0
28215,Lambeth,very_cheap,room,91.0,23985772.0
28230,Lambeth,very_cheap,room,96.0,23996149.0
28235,Lambeth,average,small,95.0,24003852.0
28246,Lambeth,very_expensive,large,85.0,24010296.0
28295,Lambeth,cheap,small,98.0,24037164.0
28302,Lambeth,very_cheap,room,100.0,24040346.0
28309,Lambeth,average,room,100.0,24049063.0
28323,Lambeth,expensive,small,96.0,24054432.0
28329,Lambeth,cheap,small,90.0,24058158.0
28389,Lambeth,very_cheap,room,99.0,24112293.0
28408,Lambeth,very_cheap,room,97.0,24128067.0
28417,Lambeth,very_expensive,large,90.0,24130970.0
28421,Lambeth,expensive,small,100.0,24133235.0
28439,Lambeth,expensive,small,94.0,24152020.0
28443,Lambeth,very_cheap,room,96.0,24155820.0
28448,Lambeth,cheap,room,86.0,24159832.0
28459,Lambeth,expensive,room,100.0,24170938.0
28460,Lambeth,very_cheap,room,80.0,24172147.0
28467,Lambeth,average,small,100.0,24174860.0
28481,Lambeth,cheap,room,94.0,24181024.0
28500,Lambeth,expensive,small,98.0,24192702.0
28516,Lambeth,expensive,small,99.0,24199818.0
28518,Lambeth,very_expensive,small,91.0,24200695.0
28521,Lambeth,average,small,97.0,24201733.0
28526,Lambeth,average,small,100.0,24204893.0
28550,Lambeth,cheap,room,90.0,24222941.0
28559,Lambeth,average,room,92.0,24224779.0
28566,Lambeth,very_expensive,large,97.0,24230461.0
28593,Lambeth,average,room,98.0,24245205.0
28594,Lambeth,average,small,100.0,24245471.0
28612,Lambeth,very_expensive,large,100.0,24259317.0
28629,Lambeth,expensive,large,95.0,24278010.0
28633,Lambeth,very_expensive,large,96.0,24281095.0
28666,Lambeth,very_cheap,room,100.0,24312981.0
28667,Lambeth,very_cheap,room,100.0,24313061.0
28677,Lambeth,very_cheap,room,100.0,24321338.0
28717,Lambeth,very_cheap,room,96.0,24354743.0
28744,Lambeth,very_cheap,room,97.0,24368404.0
28748,Lambeth,expensive,large,95.0,24369978.0
28775,Lambeth,very_expensive,large,78.0,24386711.0
28781,Lambeth,average,room,93.0,24389130.0
28790,Lambeth,very_cheap,room,91.0,24393932.0
28803,Lambeth,cheap,room,95.0,24404521.0
28810,Lambeth,expensive,small,89.0,24409041.0
28852,Lambeth,cheap,small,95.0,24439644.0
28862,Lambeth,expensive,large,97.0,24443461.0
28869,Lambeth,expensive,small,100.0,24450435.0
28870,Lambeth,expensive,large,98.0,24450930.0
28884,Lambeth,average,small,95.0,24463919.0
28890,Lambeth,very_expensive,small,91.0,24466150.0
28899,Lambeth,average,room,90.0,24472579.0
28931,Lambeth,very_cheap,room,100.0,24505955.0
28944,Lambeth,cheap,small,100.0,24509791.0
28950,Lambeth,very_cheap,room,96.0,24515120.0
28985,Lambeth,expensive,small,97.0,24554178.0
29013,Lambeth,average,room,95.0,24566225.0
29024,Lambeth,very_expensive,room,89.0,24575426.0
29027,Lambeth,very_expensive,large,80.0,24576615.0
29035,Lambeth,expensive,small,93.0,24587652.0
29041,Lambeth,very_expensive,large,88.0,24589287.0
29078,Lambeth,cheap,room,99.0,24611327.0
29081,Lambeth,expensive,small,99.0,24612650.0
29133,Lambeth,cheap,room,99.0,24640259.0
29147,Lambeth,average,large,87.0,24644128.0
29149,Lambeth,cheap,small,89.0,24644450.0
29155,Lambeth,average,room,85.0,24646212.0
29177,Lambeth,cheap,room,94.0,24656572.0
29186,Lambeth,cheap,room,88.0,24666263.0
29197,Lambeth,cheap,room,99.0,24670506.0
29205,Lambeth,cheap,room,84.0,24672682.0
29208,Lambeth,very_cheap,room,100.0,24674001.0
29220,Lambeth,average,room,98.0,24686576.0
29254,Lambeth,expensive,large,100.0,24708506.0
29266,Lambeth,very_cheap,room,100.0,24713712.0
29289,Lambeth,average,small,90.0,24727762.0
29336,Lambeth,very_expensive,large,94.0,24746032.0
29347,Lambeth,very_cheap,room,97.0,24755022.0
29357,Lambeth,expensive,large,90.0,24763843.0
29386,Lambeth,cheap,room,93.0,24774321.0
29390,Lambeth,very_expensive,large,97.0,24777781.0
29392,Lambeth,very_expensive,large,97.0,24779694.0
29424,Lambeth,very_expensive,small,90.0,24804772.0
29442,Lambeth,very_cheap,room,100.0,24815702.0
29464,Lambeth,expensive,large,93.0,24822584.0
29476,Lambeth,cheap,small,99.0,24840842.0
29491,Lambeth,very_cheap,room,94.0,24846789.0
29500,Lambeth,expensive,small,100.0,24853662.0
29524,Lambeth,average,small,95.0,24880439.0
29526,Lambeth,cheap,room,100.0,24884713.0
29538,Lambeth,very_expensive,large,98.0,24899265.0
29555,Lambeth,very_cheap,room,97.0,24911132.0
29598,Lambeth,expensive,small,96.0,24935251.0
29609,Lambeth,expensive,small,94.0,24942389.0
29630,Lambeth,average,small,95.0,24954784.0
29639,Lambeth,expensive,large,92.0,24958117.0
29648,Lambeth,cheap,room,99.0,24960701.0
29696,Lambeth,very_expensive,small,93.0,24987477.0
29730,Lambeth,average,small,98.0,25006342.0
29739,Lambeth,expensive,small,97.0,25012930.0
29780,Lambeth,expensive,small,88.0,25047830.0
29834,Lambeth,expensive,large,100.0,25076907.0
29839,Lambeth,expensive,small,93.0,25081885.0
29842,Lambeth,cheap,large,97.0,25091815.0
29843,Lambeth,expensive,large,88.0,25091920.0
29856,Lambeth,very_cheap,room,100.0,25096256.0
29886,Lambeth,cheap,room,92.0,25108403.0
29890,Lambeth,very_cheap,room,100.0,25118459.0
29907,Lambeth,cheap,room,94.0,25125608.0
29909,Lambeth,very_expensive,large,91.0,25125753.0
29910,Lambeth,expensive,small,97.0,25125764.0
29912,Lambeth,very_expensive,large,94.0,25127082.0
29914,Lambeth,cheap,room,94.0,25127478.0
29935,Lambeth,cheap,room,95.0,25136650.0
29945,Lambeth,average,small,88.0,25149271.0
29946,Lambeth,expensive,small,96.0,25150216.0
29967,Lambeth,very_expensive,large,98.0,25162768.0
29981,Lambeth,very_expensive,large,85.0,25177018.0
29984,Lambeth,very_expensive,large,96.0,25177546.0
30000,Lambeth,very_cheap,room,96.0,25187655.0
30016,Lambeth,very_expensive,large,100.0,25205694.0
30018,Lambeth,expensive,small,96.0,25206785.0
30031,Lambeth,very_cheap,room,97.0,25219248.0
30035,Lambeth,very_expensive,large,100.0,25222738.0
30046,Lambeth,cheap,small,94.0,25230360.0
30087,Lambeth,very_cheap,room,95.0,25254121.0
30105,Lambeth,cheap,room,98.0,25272932.0
30131,Lambeth,very_expensive,room,67.0,25281526.0
30223,Lambeth,expensive,large,100.0,25340726.0
30235,Lambeth,cheap,room,94.0,25347711.0
30238,Lambeth,very_expensive,large,100.0,25349195.0
30246,Lambeth,average,small,100.0,25361218.0
30279,Lambeth,very_cheap,small,93.0,25386499.0
30280,Lambeth,very_cheap,large,100.0,25387288.0
30284,Lambeth,expensive,small,94.0,25393511.0
30288,Lambeth,cheap,room,98.0,25397133.0
30291,Lambeth,cheap,room,100.0,25398764.0
30313,Lambeth,cheap,room,94.0,25420773.0
30356,Lambeth,very_cheap,room,100.0,25449717.0
30361,Lambeth,expensive,room,90.0,25450894.0
30373,Lambeth,very_expensive,large,93.0,25464535.0
30388,Lambeth,expensive,large,91.0,25474186.0
30415,Lambeth,expensive,small,96.0,25486141.0
30421,Lambeth,average,small,88.0,25497986.0
30443,Lambeth,average,small,100.0,25513820.0
30445,Lambeth,very_expensive,large,80.0,25517520.0
30448,Lambeth,very_cheap,room,98.0,25524131.0
30456,Lambeth,average,small,84.0,25530895.0
30465,Lambeth,cheap,room,100.0,25539402.0
30468,Lambeth,very_cheap,room,100.0,25540956.0
30472,Lambeth,cheap,room,97.0,25546217.0
30477,Lambeth,very_cheap,room,100.0,25558277.0
30497,Lambeth,average,room,91.0,25570797.0
30529,Lambeth,average,small,100.0,25614501.0
30568,Lambeth,average,small,93.0,25676083.0
30576,Lambeth,very_expensive,large,95.0,25698201.0
30578,Lambeth,average,large,96.0,25699986.0
30612,Lambeth,average,large,94.0,25730350.0
30620,Lambeth,very_expensive,small,94.0,25735172.0
30651,Lambeth,cheap,room,100.0,25772156.0
30658,Lambeth,very_expensive,small,96.0,25774279.0
30752,Lambeth,very_expensive,large,72.0,25838613.0
30766,Lambeth,expensive,large,92.0,25856613.0
30783,Lambeth,expensive,small,100.0,25868166.0
30786,Lambeth,very_expensive,large,96.0,25869399.0
30806,Lambeth,cheap,small,100.0,25880107.0
30809,Lambeth,average,large,100.0,25881122.0
30837,Lambeth,expensive,room,100.0,25900841.0
30910,Lambeth,very_cheap,room,97.0,25956098.0
30913,Lambeth,cheap,room,84.0,25958330.0
30924,Lambeth,expensive,large,89.0,25964111.0
30993,Lambeth,very_expensive,small,92.0,26007482.0
30997,Lambeth,cheap,room,92.0,26009702.0
31016,Lambeth,average,large,80.0,26021282.0
31053,Lambeth,expensive,large,100.0,26047412.0
31119,Lambeth,cheap,room,90.0,26101815.0
31131,Lambeth,very_expensive,small,67.0,26105697.0
31141,Lambeth,average,small,90.0,26114859.0
31173,Lambeth,cheap,room,93.0,26128838.0
31177,Lambeth,very_expensive,large,95.0,26132605.0
31214,Lambeth,cheap,room,92.0,26157472.0
31241,Lambeth,cheap,small,98.0,26180969.0
31254,Lambeth,average,room,100.0,26192261.0
31261,Lambeth,very_expensive,large,95.0,26209358.0
31280,Lambeth,very_expensive,room,89.0,26218355.0
31281,Lambeth,very_cheap,room,95.0,26219293.0
31285,Lambeth,very_cheap,room,80.0,26222824.0
31290,Lambeth,very_cheap,room,93.0,26228880.0
31292,Lambeth,average,large,93.0,26230434.0
31332,Lambeth,cheap,room,100.0,26257972.0
31361,Lambeth,very_expensive,small,90.0,26287982.0
31371,Lambeth,cheap,room,80.0,26296540.0
31372,Lambeth,very_cheap,room,97.0,26296599.0
31373,Lambeth,expensive,room,96.0,26297116.0
31403,Lambeth,average,small,100.0,26316731.0
31405,Lambeth,average,small,89.0,26317272.0
31407,Lambeth,very_expensive,small,100.0,26317730.0
31413,Lambeth,average,large,91.0,26320686.0
31420,Lambeth,average,small,93.0,26322877.0
31427,Lambeth,very_expensive,large,93.0,26327006.0
31430,Lambeth,very_cheap,small,98.0,26328097.0
31436,Lambeth,average,small,97.0,26332076.0
31437,Lambeth,very_expensive,large,100.0,26332292.0
31453,Lambeth,very_expensive,large,100.0,26345003.0
31454,Lambeth,average,room,100.0,26345790.0
31513,Lambeth,very_cheap,room,75.0,26385837.0
31521,Lambeth,average,room,93.0,26392525.0
31522,Lambeth,average,room,95.0,26392634.0
31529,Lambeth,average,small,99.0,26395794.0
31602,Lambeth,average,room,92.0,26446058.0
31605,Lambeth,very_cheap,room,96.0,26447373.0
31633,Lambeth,very_expensive,large,83.0,26468984.0
31638,Lambeth,cheap,room,94.0,26470452.0
31649,Lambeth,cheap,room,98.0,26479920.0
31681,Lambeth,expensive,room,100.0,26498608.0
31697,Lambeth,cheap,room,96.0,26511325.0
31700,Lambeth,very_cheap,room,94.0,26512036.0
31704,Lambeth,average,large,86.0,26514323.0
31706,Lambeth,very_cheap,room,100.0,26515160.0
31764,Lambeth,average,small,97.0,26566083.0
31766,Lambeth,expensive,small,91.0,26566950.0
31777,Lambeth,average,room,65.0,26583791.0
31810,Lambeth,very_expensive,large,100.0,26598684.0
31811,Lambeth,cheap,room,87.0,26599320.0
31817,Lambeth,expensive,small,91.0,26600587.0
31857,Lambeth,very_cheap,room,95.0,26634620.0
31893,Lambeth,cheap,room,96.0,26655430.0
31936,Lambeth,very_expensive,small,97.0,26700909.0
31942,Lambeth,cheap,room,90.0,26702972.0
31952,Lambeth,average,small,96.0,26709904.0
31990,Lambeth,very_expensive,large,97.0,26739768.0
31991,Lambeth,cheap,room,80.0,26741011.0
32045,Lambeth,expensive,large,99.0,26778719.0
32056,Lambeth,average,small,96.0,26792758.0
32058,Lambeth,cheap,room,100.0,26794934.0
32220,Lambeth,very_cheap,room,70.0,26947794.0
32230,Lambeth,cheap,room,92.0,26953113.0
32249,Lambeth,expensive,small,95.0,26972597.0
32292,Lambeth,very_expensive,large,94.0,27014247.0
32293,Lambeth,very_cheap,room,89.0,27014274.0
32309,Lambeth,very_cheap,room,95.0,27026005.0
32346,Lambeth,expensive,small,87.0,27050023.0
32353,Lambeth,very_expensive,small,96.0,27053150.0
32355,Lambeth,expensive,small,93.0,27054613.0
32363,Lambeth,expensive,small,85.0,27058961.0
32392,Lambeth,very_expensive,large,91.0,27082319.0
32395,Lambeth,very_expensive,large,91.0,27083191.0
32408,Lambeth,expensive,large,98.0,27098111.0
32421,Lambeth,very_cheap,room,93.0,27103671.0
32453,Lambeth,average,room,100.0,27133178.0
32461,Lambeth,very_expensive,large,100.0,27144732.0
32467,Lambeth,expensive,large,77.0,27153388.0
32474,Lambeth,expensive,small,93.0,27159101.0
32489,Lambeth,cheap,room,100.0,27169967.0
32493,Lambeth,very_cheap,room,100.0,27177221.0
32556,Lambeth,very_expensive,small,97.0,27213544.0
32561,Lambeth,expensive,room,100.0,27218072.0
32578,Lambeth,cheap,room,100.0,27226500.0
32620,Lambeth,average,large,100.0,27254480.0
32627,Lambeth,very_expensive,large,83.0,27269956.0
32673,Lambeth,expensive,small,99.0,27302903.0
32680,Lambeth,expensive,room,98.0,27306859.0
32692,Lambeth,very_expensive,small,100.0,27324257.0
32706,Lambeth,average,small,100.0,27329947.0
32708,Lambeth,expensive,large,93.0,27330639.0
32745,Lambeth,very_expensive,large,93.0,27355060.0
32748,Lambeth,average,room,98.0,27356545.0
32753,Lambeth,expensive,large,94.0,27359416.0
32765,Lambeth,average,small,95.0,27365237.0
32768,Lambeth,expensive,small,100.0,27366947.0
32793,Lambeth,very_expensive,large,90.0,27383136.0
32806,Lambeth,expensive,large,100.0,27386934.0
32843,Lambeth,cheap,room,86.0,27402601.0
32852,Lambeth,expensive,small,100.0,27413295.0
32853,Lambeth,cheap,room,100.0,27415234.0
32881,Lambeth,very_expensive,large,88.0,27433894.0
32896,Lambeth,very_expensive,large,99.0,27450526.0
32908,Lambeth,cheap,room,84.0,27455249.0
32910,Lambeth,average,room,95.0,27455893.0
32937,Lambeth,expensive,room,100.0,27466160.0
32943,Lambeth,expensive,small,99.0,27475410.0
32951,Lambeth,very_cheap,room,99.0,27477279.0
33014,Lambeth,average,room,93.0,27515941.0
33018,Lambeth,cheap,room,91.0,27518473.0
33034,Lambeth,expensive,small,80.0,27523936.0
33062,Lambeth,cheap,room,97.0,27536527.0
33068,Lambeth,very_expensive,large,100.0,27539298.0
33074,Lambeth,very_expensive,small,92.0,27541930.0
33076,Lambeth,average,small,100.0,27542538.0
33095,Lambeth,cheap,room,96.0,27549591.0
33099,Lambeth,cheap,small,100.0,27558897.0
33120,Lambeth,expensive,small,93.0,27566291.0
33135,Lambeth,cheap,room,100.0,27574543.0
33175,Lambeth,average,large,98.0,27595932.0
33188,Lambeth,very_expensive,large,95.0,27599250.0
33315,Lambeth,cheap,room,96.0,27689723.0
33320,Lambeth,very_expensive,large,90.0,27691341.0
33326,Lambeth,average,room,99.0,27693770.0
33352,Lambeth,expensive,small,83.0,27709686.0
33360,Lambeth,average,small,100.0,27713702.0
33367,Lambeth,average,large,93.0,27716724.0
33385,Lambeth,expensive,large,99.0,27720678.0
33396,Lambeth,cheap,room,99.0,27727257.0
33398,Lambeth,average,small,97.0,27728018.0
33404,Lambeth,cheap,room,99.0,27740933.0
33409,Lambeth,very_cheap,room,94.0,27743964.0
33420,Lambeth,average,room,97.0,27746331.0
33433,Lambeth,very_expensive,small,100.0,27750926.0
33442,Lambeth,expensive,small,95.0,27757163.0
33443,Lambeth,average,room,90.0,27759812.0
33450,Lambeth,very_expensive,small,93.0,27768787.0
33464,Lambeth,very_expensive,room,92.0,27774119.0
33473,Lambeth,very_expensive,large,100.0,27781578.0
33476,Lambeth,expensive,small,93.0,27784067.0
33478,Lambeth,very_expensive,large,95.0,27784821.0
33505,Lambeth,cheap,small,98.0,27802383.0
33532,Lambeth,cheap,room,87.0,27823472.0
33564,Lambeth,cheap,small,100.0,27840674.0
33571,Lambeth,average,small,91.0,27842262.0
33575,Lambeth,expensive,large,91.0,27845565.0
33578,Lambeth,average,small,96.0,27848700.0
33600,Lambeth,average,small,89.0,27866109.0
33635,Lambeth,cheap,room,100.0,27889512.0
33636,Lambeth,very_cheap,room,99.0,27889807.0
33645,Lambeth,average,large,94.0,27893304.0
33687,Lambeth,very_expensive,large,83.0,27923365.0
33688,Lambeth,expensive,small,90.0,27923680.0
